,IDpol,OccurDate,Payment,IDclaim,Guarantee
6064,90149601.100c,2004-05-15,358,1203219,Damage
6065,90152639.100b,2004-05-15,1344,1203226,TPL
6066,90168169.100a,2004-05-15,741,1203088,Theft
6067,90175758.100d,2004-05-15,264,1203409,Windscreen
6068,90175920.100a,2004-05-15,0,1203336,Windscreen
6069,90179575.100a,2004-05-15,561,1203262,TPL
6070,1003241.100b,2004-05-16,11431,1203173,Damage
6071,90103795.101b,2004-05-16,94,1202999,TPL
6072,90104979.102b,2004-05-16,220,1203627,Windscreen
6073,90109134.10a,2004-05-16,96,1203839,Windscreen
6074,90126960.100a,2004-05-16,82,1203620,Windscreen
6075,90151400.100a,2004-05-16,452,1203121,Other
6076,90152464.100a,2004-05-16,600,1203438,Windscreen
6077,90173156.100b,2004-05-16,1125,1203084,TPL
6078,90182504.100a,2004-05-16,17,1203110,TPL
6079,90189996.100a,2004-05-16,183,1203681,Windscreen
6080,90120966.101b,2004-05-17,1830,1203142,TPL
6081,90146669.100a,2004-05-17,241,1203248,TPL
6082,90148476.100a,2004-05-17,193,1202965,TPL
6083,90159323.100b,2004-05-17,336,1203668,Windscreen
6084,90182275.100b,2004-05-17,8213,1203241,Damage
6085,90104683.101b,2004-05-18,285,1202951,Windscreen
6086,90111488.101a,2004-05-18,343,1202872,Windscreen
6087,90146503.100a,2004-05-18,319,1202974,TPL
6088,90163015.100a,2004-05-18,104,1203440,Windscreen
6089,90163193.100a,2004-05-18,209,1203056,Windscreen
6090,90168920.100b,2004-05-18,208,1203061,Windscreen
6091,80100008.102a,2004-05-19,2758,1202921,Other
6092,90103543.10d,2004-05-19,185750,1204766,TPL
6093,90107971.101a,2004-05-19,343,1203070,TPL
6094,90124682.101a,2004-05-19,237,1203067,Theft
6095,90129390.101a,2004-05-19,0,1202996,Other
6096,90133534.100a,2004-05-19,130,1208974,TPL
6097,90144813.100a,2004-05-19,493,1203044,TPL
6098,90146679.100a,2004-05-19,353,1202993,TPL
6099,50100028.100a,2004-05-20,1524,1202853,TPL
6100,90103431.10a,2004-05-20,406,1202831,TPL
6101,90104196.10a,2004-05-20,1790,1202795,Damage
6102,90105007.101a,2004-05-20,11,1202977,TPL
6103,90106906.10a,2004-05-20,310,1203381,Windscreen
6104,90111453.10a,2004-05-20,508,1202864,Damage
6105,90127112.101b,2004-05-20,615,1203080,Windscreen
6106,90139836.100a,2004-05-20,915,1203074,TPL
6107,90152326.100d,2004-05-20,1879,1203145,Theft
6108,90160059.103a,2004-05-20,57,1203388,Windscreen
6109,90169847.100a,2004-05-20,129,1202952,Windscreen
6110,90180489.100a,2004-05-20,911,1204144,Damage
6111,10100159.102a,2004-05-21,2373,1204017,Damage
6112,90110968.100a,2004-05-21,455,1203635,Windscreen
6113,90112433.101a,2004-05-21,420,1203057,TPL
6114,90119269.100a,2004-05-21,710,1202852,TPL
6115,90121649.102a,2004-05-21,2358,1202939,TPL
6116,90131440.101a,2004-05-21,1440,1202902,Damage
6117,90132963.101a,2004-05-21,627,1203833,Windscreen
6118,90134055.100b,2004-05-21,610,1203395,Windscreen
6119,90149617.100a,2004-05-21,218,1203254,Windscreen
6120,90157711.100a,2004-05-21,656,1202892,TPL
6121,90160159.100b,2004-05-21,915,1203443,TPL
6122,90167817.101a,2004-05-21,258,1203310,Windscreen
6123,90168449.100a,2004-05-21,520,1203105,Theft
6124,90170374.100a,2004-05-21,915,1203138,TPL
6125,90172474.101c,2004-05-21,365,1204509,Windscreen
6126,90182043.100b,2004-05-21,1262,1203237,Damage
6127,90193259.100b,2004-05-21,662,1203087,TPL
6128,90105374.101b,2004-05-22,396,1202840,Windscreen
6129,90109178.101a,2004-05-22,337,1203051,Windscreen
6130,90110896.101a,2004-05-22,765,1202743,TPL
6131,90128181.101b,2004-05-22,1231,1202948,TPL
6132,90132870.100d,2004-05-22,915,1202958,TPL
6133,90168490.101b,2004-05-22,193,1203031,Windscreen
6134,90179519.100a,2004-05-22,0,1202689,TPL
6135,90179839.100a,2004-05-22,67,1202739,TPL
6136,90185511.100a,2004-05-22,418,1203261,Windscreen
6137,90190190.101a,2004-05-22,915,1203014,TPL
6138,90104689.101a,2004-05-23,313,1203917,Windscreen
6139,90126123.102a,2004-05-23,88,1203367,Windscreen
6140,90135360.100a,2004-05-23,582,1202746,Windscreen
6141,90145185.100a,2004-05-23,155,1203353,Windscreen
6142,90145741.100a,2004-05-23,523,1203574,Windscreen
6143,90151370.100a,2004-05-23,450,1202741,Windscreen
6144,90155211.100b,2004-05-23,388,1204062,Windscreen
6145,90157963.100a,2004-05-23,287,1203223,TPL
6146,90158962.100a,2004-05-23,2679,1203212,Theft
6147,90174235.100a,2004-05-23,75,1202846,Damage
6148,90175965.101b,2004-05-23,238,1202891,Windscreen
6149,90179690.101a,2004-05-23,815,1202677,TPL
6150,1007633.100b,2004-05-24,12,1202732,TPL
6151,70200925.10a,2004-05-24,21319,1202841,TPL
6152,90106062.101a,2004-05-24,915,1202916,TPL
6153,90120964.100a,2004-05-24,712,1202585,TPL
6154,90128708.101c,2004-05-24,929,1202922,TPL
6155,90138204.100a,2004-05-24,785,1202719,Windscreen
6156,90140054.100b,2004-05-24,85,1202578,Damage
6157,90146849.101a,2004-05-24,235,1203394,Windscreen
6158,90153141.100b,2004-05-24,168,1202697,Damage
6159,90154080.100a,2004-05-24,631,1203022,TPL
6160,90161611.100a,2004-05-24,690,1203851,Theft
6161,90185269.100a,2004-05-24,213,1204075,TPL
6162,90186200.100a,2004-05-24,185,1202486,TPL
6163,90104309.100a,2004-05-25,179,1204043,Windscreen
6164,90106201.100a,2004-05-25,555,1202742,Windscreen
6165,90107853.101b,2004-05-25,2,1202749,Theft
6166,90116469.101a,2004-05-25,726,1202658,TPL
6167,90128589.100a,2004-05-25,178,1205102,Windscreen
6168,90131622.100c,2004-05-25,166,1202915,TPL
6169,90134005.100a,2004-05-25,1104,1202865,TPL
6170,90147974.101b,2004-05-25,580,1202748,TPL
6171,90153970.100b,2004-05-25,220,1203401,Windscreen
6172,90156717.100a,2004-05-25,621,1203621,Windscreen
6173,90159667.101a,2004-05-25,186,1203925,Windscreen
6174,90174542.100b,2004-05-25,915,1202930,TPL
6175,90182035.100a,2004-05-25,310,1203366,Windscreen
6176,90189966.100c,2004-05-25,350,1203175,Windscreen
6177,90130931.100c,2004-05-26,0,1203104,Windscreen
6178,90134929.102a,2004-05-26,258,1203016,Windscreen
6179,90148370.100a,2004-05-26,567,1203757,Theft
6180,90160620.100a,2004-05-26,2687,1202472,TPL
6181,90164481.100a,2004-05-26,87,1202721,TPL
6182,90172664.100a,2004-05-26,69,1202713,TPL
6183,90179470.100a,2004-05-26,374,1202661,Windscreen
6184,90184070.100b,2004-05-26,256,1202961,TPL
6185,1005320.100a,2004-05-27,915,1202476,TPL
6186,60200013.10a,2004-05-27,92,1202609,Windscreen
6187,90126974.101b,2004-05-27,729,1202632,Damage
6188,90134403.100c,2004-05-27,361,1202507,Theft
6189,90149971.101a,2004-05-27,915,1202972,TPL
6190,90154207.100a,2004-05-27,99,1202522,TPL
6191,90154562.100a,2004-05-27,316,1202626,Windscreen
6192,90168286.100b,2004-05-27,626,1202718,Damage
6193,90176295.100a,2004-05-27,445,1202858,TPL
6194,90176330.100a,2004-05-27,915,1203018,TPL
6195,90180794.100b,2004-05-27,565,1202709,TPL
6196,90184021.100a,2004-05-27,618,1202734,Theft
6197,90190072.100a,2004-05-27,382,1203147,TPL
6198,90130897.100a,2004-05-28,915,1203052,TPL
6199,90134032.100a,2004-05-28,246,1202552,Windscreen
6200,90134598.100a,2004-05-28,285,1203671,Windscreen
6201,90147723.100a,2004-05-28,4656,1202904,Theft
6202,90152221.100b,2004-05-28,915,1203028,TPL
6203,90173057.101a,2004-05-28,330,1204961,Windscreen
6204,90176212.100b,2004-05-28,1311,1202828,Damage
6205,90176293.101a,2004-05-28,572,1202826,TPL
6206,90180201.100a,2004-05-28,1035,1203487,TPL
6207,90181870.100b,2004-05-28,739,1203180,Windscreen
6208,90182774.101a,2004-05-28,109,1202934,Windscreen
6209,90187344.100b,2004-05-28,0,1202875,TPL
6210,90190826.100a,2004-05-28,332,1202503,Damage
6211,4.10a,2004-05-29,4686,1202910,Damage
6212,90108240.101c,2004-05-29,153,1202559,TPL
6213,90109639.101a,2004-05-29,725,1202604,Damage
6214,90125760.101b,2004-05-29,1481,1202398,TPL
6215,90126712.100a,2004-05-29,915,1202645,TPL
6216,90127096.102a,2004-05-29,294,1202450,Windscreen
6217,90148234.101c,2004-05-29,765,1202586,TPL
6218,90152150.100a,2004-05-29,52,1202647,TPL
6219,90158484.100a,2004-05-29,645,1202913,TPL
6220,90162994.100a,2004-05-29,60,1202528,TPL
6221,90164615.100a,2004-05-29,87,1202639,Windscreen
6222,90167933.100b,2004-05-29,314,1202641,Windscreen
6223,90171790.101a,2004-05-29,617,1203331,Windscreen
6224,90184955.100a,2004-05-29,314,1202615,Windscreen
6225,90185961.100a,2004-05-29,194,1202542,Windscreen
6226,90187953.100a,2004-05-29,279,1202497,TPL
6227,90190076.100a,2004-05-29,419,1203040,Windscreen
6228,90191768.100a,2004-05-29,763,1202525,Theft
6229,50200079.102a,2004-05-30,259,1203384,Windscreen
6230,90105442.10a,2004-05-30,687,1204025,TPL
6231,90124894.101a,2004-05-30,349,1203707,Windscreen
6232,90159926.100b,2004-05-30,87,1202611,Windscreen
6233,90163339.102a,2004-05-30,83,1203619,Windscreen
6234,90168260.100a,2004-05-30,201,1202744,Windscreen
6235,90179132.100a,2004-05-30,600,1202618,TPL
6236,90111238.10a,2004-05-31,271,1203182,Windscreen
6237,90131993.100a,2004-05-31,109,1202509,Windscreen
6238,90139320.100a,2004-05-31,3222,1202363,Damage
6239,90147537.100a,2004-05-31,486,1202388,Windscreen
6240,90152541.103a,2004-05-31,271,1202816,Windscreen
6241,90155728.101a,2004-05-31,715,1203236,Damage
6242,90156044.100a,2004-05-31,156,1202384,TPL
6243,90171875.100a,2004-05-31,0,1202605,TPL
6244,90172778.100b,2004-05-31,3486,1202279,TPL
6245,90173902.100b,2004-05-31,254,1202211,TPL
6246,90109478.100a,2004-06-01,0,1202477,Other
6247,90113048.101a,2004-06-01,255,1203333,Windscreen
6248,90117997.101a,2004-06-01,210,1202553,Windscreen
6249,90122248.101a,2004-06-01,915,1202454,TPL
6250,90123575.101a,2004-06-01,6293,1202330,Damage
6251,90130924.100a,2004-06-01,99,1202623,Windscreen
6252,90131459.100b,2004-06-01,1423,1202471,Theft
6253,90133967.100a,2004-06-01,298,1202504,Windscreen
6254,90139014.100a,2004-06-01,401,1202517,Damage
6255,90140096.100a,2004-06-01,318,1202408,Windscreen
6256,90144826.101a,2004-06-01,5001,1202485,TPL
6257,90146378.100c,2004-06-01,465,1202811,Damage
6258,90149404.100a,2004-06-01,2032,1202464,TPL
6259,90157777.100b,2004-06-01,280,1202754,TPL
6260,90171287.100a,2004-06-01,1795,1202567,Theft
6261,90189991.100a,2004-06-01,72,1202660,TPL
6262,1005338.100b,2004-06-02,474,1202312,Windscreen
6263,90108572.101b,2004-06-02,0,1202572,TPL
6264,90108672.101c,2004-06-02,915,1202364,TPL
6265,90145178.100a,2004-06-02,331,1203136,Windscreen
6266,90146200.100a,2004-06-02,146,1204621,Windscreen
6267,90151478.100a,2004-06-02,1372,1202538,TPL
6268,90159926.101b,2004-06-02,498,1202576,TPL
6269,90169056.100a,2004-06-02,0,1202461,Other
6270,90177932.100a,2004-06-02,248,1203703,Windscreen
6271,90179985.100a,2004-06-02,474,1202469,Damage
6272,90194862.100a,2004-06-02,239,1203094,Windscreen
6273,1002792.100b,2004-06-03,426,1202126,TPL
6274,90101633.10a,2004-06-03,13403,1202433,TPL
6275,90111244.10b,2004-06-03,537,1202688,Other
6276,90125067.101c,2004-06-03,650,1202521,TPL
6277,90128818.101b,2004-06-03,0,1202959,Damage
6278,90134129.100a,2004-06-03,441,1202455,TPL
6279,90134866.101f,2004-06-03,293,1202256,Windscreen
6280,90134866.101e,2004-06-03,422,1202857,Windscreen
6281,90146275.100a,2004-06-03,564,1202577,TPL
6282,90176084.100e,2004-06-03,1429,1202848,TPL
6283,90181884.101a,2004-06-03,1787,1202488,Damage
6284,90183943.101a,2004-06-03,337,1203319,Windscreen
6285,90187046.100a,2004-06-03,234,1202636,Windscreen
6286,90191998.100a,2004-06-03,330,1202435,TPL
6287,40100153.101b,2004-06-04,247,1202566,Windscreen
6288,60200030.10a,2004-06-04,541,1202248,Other
6289,70207520.102a,2004-06-04,505,1202633,Windscreen
6290,80100089.101a,2004-06-04,358,1202579,TPL
6291,90101247.102a,2004-06-04,295,1203682,Windscreen
6292,90110859.100a,2004-06-04,184,1203140,Windscreen
6293,90131705.100a,2004-06-04,436,1202198,Damage
6294,90131962.100b,2004-06-04,1060,1202459,TPL
6295,90147878.100a,2004-06-04,226,1202810,Windscreen
6296,90148369.100a,2004-06-04,680,1203230,Damage
6297,90154113.100b,2004-06-04,189,1202402,Windscreen
6298,90156448.100a,2004-06-04,0,1202184,Theft
6299,90160607.101a,2004-06-04,388,1202200,TPL
6300,90166479.100a,2004-06-04,5517,1202332,Theft
6301,90194504.100a,2004-06-04,4206,1202390,TPL
6302,1002330.100a,2004-06-05,109,1202268,Windscreen
6303,70100204.101a,2004-06-05,776,1202460,Damage
6304,90103631.100a,2004-06-05,135,1202534,Windscreen
6305,90105374.101b,2004-06-05,77,1202336,TPL
6306,90105522.101a,2004-06-05,0,1202090,TPL
6307,90109144.10a,2004-06-05,255,1202431,Windscreen
6308,90126004.101a,2004-06-05,12,1202237,TPL
6309,90128092.100b,2004-06-05,139,1202443,Windscreen
6310,90131527.100a,2004-06-05,3964,1202129,TPL
6311,90132271.100c,2004-06-05,915,1202315,TPL
6312,90134976.100a,2004-06-05,79,1202551,TPL
6313,90146563.100a,2004-06-05,507,1202116,TPL
6314,90147731.101a,2004-06-05,428,1202643,Windscreen
6315,90151485.100a,2004-06-05,361,1202423,TPL
6316,90158095.101a,2004-06-05,567,1202665,TPL
6317,90165334.100a,2004-06-05,404,1203857,Windscreen
6318,90182476.100a,2004-06-05,446,1202568,Windscreen
6319,90190388.100a,2004-06-05,295,1202775,Windscreen
6320,90194848.100a,2004-06-05,289,1202157,TPL
6321,10200129.101b,2004-06-06,208,1202262,TPL
6322,60100130.10a,2004-06-06,447,1202162,Theft
6323,90113441.102a,2004-06-06,245,1202196,Windscreen
6324,90133005.100a,2004-06-06,146,1202167,TPL
6325,90147474.100a,2004-06-06,53,1202856,TPL
6326,90149587.100a,2004-06-06,473,1202217,TPL
6327,90149724.101a,2004-06-06,367,1202234,TPL
6328,90158213.100a,2004-06-06,423,1202291,Windscreen
6329,90189079.100b,2004-06-06,249,1202283,Other
6330,90193154.100a,2004-06-06,667,1202318,TPL
6331,90111450.102a,2004-06-07,280,1202821,Windscreen
6332,90116052.101a,2004-06-07,258,1202368,TPL
6333,90125557.100a,2004-06-07,244,1202252,Windscreen
6334,90128820.100a,2004-06-07,63,1202094,TPL
6335,90129378.100b,2004-06-07,101,1202387,Fire
6336,90135141.100a,2004-06-07,367,1202386,Windscreen
6337,90139476.100a,2004-06-07,915,1202097,TPL
6338,90144865.104b,2004-06-07,0,1202378,Other
6339,90144865.104b,2004-06-07,709,1202769,Windscreen
6340,90146532.101a,2004-06-07,588,1202407,TPL
6341,90146704.101a,2004-06-07,90,1202156,Other
6342,90147771.100a,2004-06-07,544,1203096,Windscreen
6343,90151919.100b,2004-06-07,48,1202571,Windscreen
6344,90152612.100b,2004-06-07,153,1203608,Windscreen
6345,90153414.100a,2004-06-07,286,1202241,Windscreen
6346,90154137.101a,2004-06-07,915,1202056,TPL
6347,90160023.100a,2004-06-07,0,1202289,Other
6348,90160032.100a,2004-06-07,276,1202764,Windscreen
6349,90165714.100a,2004-06-07,211,1202629,Windscreen
6350,90178114.100b,2004-06-07,1143,1202245,TPL
6351,90180604.100a,2004-06-07,181,1202761,Windscreen
6352,90191915.100a,2004-06-07,851,1202173,Theft
6353,1001874.100b,2004-06-08,1084,1202046,TPL
6354,186.102a,2004-06-08,15708,1201797,Damage
6355,90103709.10a,2004-06-08,375,1202081,Windscreen
6356,90139476.100a,2004-06-08,237,1202416,Windscreen
6357,90144630.100a,2004-06-08,888,1202159,Theft
6358,90148176.100a,2004-06-08,219,1202213,TPL
6359,90151345.100a,2004-06-08,331,1202226,Windscreen
6360,90153147.101a,2004-06-08,915,1201997,TPL
6361,90157468.100b,2004-06-08,323,1202276,TPL
6362,90184764.101a,2004-06-08,715,1202354,TPL
6363,90161334.101b,2004-06-09,664,1202305,TPL
6364,90182157.102a,2004-06-09,104,1202334,Other
6365,1005600.101a,2004-06-10,792,1201866,Windscreen
6366,10100078.101a,2004-06-10,915,1202396,TPL
6367,90108658.101a,2004-06-10,288,1202066,TPL
6368,90151250.100a,2004-06-10,1628,1202033,Theft
6369,90154327.100a,2004-06-10,507,1202186,TPL
6370,90157102.100a,2004-06-10,447,1201994,Theft
6371,90157313.100b,2004-06-10,207,1202227,TPL
6372,90158059.100a,2004-06-10,929,1202075,TPL
6373,90166774.100a,2004-06-10,390,1203246,Windscreen
6374,90180913.100b,2004-06-10,1212,1202051,TPL
6375,90125171.102a,2004-06-11,1170,1201858,Damage
6376,90128969.101a,2004-06-11,497,1202078,TPL
6377,90135364.100a,2004-06-11,385,1202780,Windscreen
6378,90148156.100a,2004-06-11,255,1202938,Windscreen
6379,90149911.100a,2004-06-11,171,1202755,Windscreen
6380,90176047.100a,2004-06-11,138,1202150,Windscreen
6381,90194796.101b,2004-06-11,262,1202105,Windscreen
6382,80100017.10a,2004-06-12,308,1201795,Windscreen
6383,80100062.10a,2004-06-12,207,1202203,Windscreen
6384,90105240.101a,2004-06-12,915,1202199,TPL
6385,90132198.101a,2004-06-12,269,1203039,Windscreen
6386,90144625.100a,2004-06-12,355,1202767,Windscreen
6387,90148167.100c,2004-06-12,306,1202518,Windscreen
6388,90168840.100a,2004-06-12,2104,1202070,Theft
6389,90171938.100a,2004-06-12,240,1202794,Windscreen
6390,90178230.100b,2004-06-12,436,1205662,Windscreen
6391,1002160.100b,2004-06-13,1454,1201815,Damage
6392,90110456.101a,2004-06-13,1293,1202023,Damage
6393,90111161.101a,2004-06-13,915,1202230,TPL
6394,90126700.100b,2004-06-13,171,1201917,TPL
6395,90132130.100b,2004-06-13,118,1202765,Windscreen
6396,90148239.100a,2004-06-13,115,1202523,Windscreen
6397,90149288.100b,2004-06-13,57,1201925,TPL
6398,90151874.100a,2004-06-13,67,1203017,Windscreen
6399,90157897.100b,2004-06-13,253,1201784,TPL
6400,90161643.100a,2004-06-13,820,1201765,Theft
6401,90165952.100a,2004-06-13,580,1203969,TPL
6402,90167434.100a,2004-06-13,622,1202106,TPL
6403,90167903.101a,2004-06-13,915,1202379,TPL
6404,90172048.100a,2004-06-13,79,1203143,Windscreen
6405,90176478.100a,2004-06-13,681,1202079,Damage
6406,90182178.100a,2004-06-13,593,1201748,Theft
6407,90185828.101a,2004-06-13,241,1201766,TPL
6408,1007397.102a,2004-06-14,270,1201682,TPL
6409,90109517.101a,2004-06-14,159,1201791,TPL
6410,90113342.101b,2004-06-14,295,1202822,Windscreen
6411,90124686.101d,2004-06-14,4325,1201837,TPL
6412,90124798.101b,2004-06-14,70,1202040,Damage
6413,90134081.100a,2004-06-14,2512,1201927,TPL
6414,90134397.100c,2004-06-14,184,1202753,Windscreen
6415,90138485.100a,2004-06-14,1208,1201975,Theft
6416,90156620.102a,2004-06-14,362,1201804,Damage
6417,90159774.100a,2004-06-14,1611,1201841,TPL
6418,90159774.100a,2004-06-14,1887,1202693,TPL
6419,90167933.100b,2004-06-14,67,1201978,Damage
6420,90169939.100a,2004-06-14,82,1202351,Damage
6421,90177866.100a,2004-06-14,148,1201824,Windscreen
6422,90180064.100b,2004-06-14,247,1202322,Windscreen
6423,90190097.100b,2004-06-14,915,1207532,TPL
6424,80100177.101b,2004-06-15,351,1203670,Windscreen
6425,90106427.101a,2004-06-15,99,1202812,Windscreen
6426,90115861.101a,2004-06-15,288,1202813,Windscreen
6427,90131359.100b,2004-06-15,512,1201759,TPL
6428,90132730.100a,2004-06-15,162,1202052,Windscreen
6429,90139536.100a,2004-06-15,6354,1201704,TPL
6430,90149517.101b,2004-06-15,85,1202089,Windscreen
6431,90156900.100a,2004-06-15,286,1201933,Windscreen
6432,90158529.100a,2004-06-15,122,1201882,Windscreen
6433,90179986.100a,2004-06-15,158,1201943,TPL
6434,90187322.101a,2004-06-15,63,1201960,Windscreen
6435,90187852.100a,2004-06-15,353,1202103,Windscreen
6436,90190490.100a,2004-06-15,404,1202179,TPL
6437,80200740.102c,2004-06-16,6328,1201660,TPL
6438,90103228.10a,2004-06-16,915,1202539,TPL
6439,90112158.100a,2004-06-16,162,1201836,Theft
6440,90116664.102c,2004-06-16,6068,1201688,Damage
6441,90127789.101a,2004-06-16,657,1201771,TPL
6442,90138478.100a,2004-06-16,92,1201987,Other
6443,90145789.100a,2004-06-16,2123,1201781,TPL
6444,90182364.100a,2004-06-16,129,1208690,TPL
6445,90185111.101a,2004-06-16,1004,1201713,Damage
6446,20100009.100a,2004-06-17,386,1201757,TPL
6447,90109497.101b,2004-06-17,832,1201743,Theft
6448,90111568.100a,2004-06-17,620,1201974,Windscreen
6449,90124889.101a,2004-06-17,240,1201758,TPL
6450,90132116.100a,2004-06-17,273,1202058,Windscreen
6451,90146821.100a,2004-06-17,915,1201865,TPL
6452,90148783.100a,2004-06-17,770,1201870,Damage
6453,90150359.100a,2004-06-17,427,1204688,Damage
6454,90152249.100b,2004-06-17,269,1202095,Windscreen
6455,90155371.100b,2004-06-17,1560,1201889,TPL
6456,90164518.100b,2004-06-17,89,1202799,Windscreen
6457,90167237.100a,2004-06-17,25,1202076,TPL
6458,90178995.100b,2004-06-17,939,1201785,TPL
6459,90180913.100b,2004-06-17,231,1202231,Windscreen
6460,1002876.100a,2004-06-18,915,1207568,TPL
6461,70206219.101a,2004-06-18,135,1202758,Windscreen
6462,90104462.102a,2004-06-18,22,1202277,TPL
6463,90108011.101b,2004-06-18,1251,1201738,TPL
6464,90111636.101a,2004-06-18,59,1201580,TPL
6465,90117168.101a,2004-06-18,102,1202055,Windscreen
6466,90117751.100b,2004-06-18,78,1201715,Other
6467,90124561.101b,2004-06-18,285,1203072,Windscreen
6468,90127255.101a,2004-06-18,956,1201538,TPL
6469,90141488.100b,2004-06-18,167,1203866,Windscreen
6470,90147734.100a,2004-06-18,3505,1201822,TPL
6471,90147952.100b,2004-06-18,0,1204593,TPL
6472,90147981.100a,2004-06-18,343,1201739,Windscreen
6473,90151786.101a,2004-06-18,915,1201646,TPL
6474,90153795.100b,2004-06-18,0,1203177,TPL
6475,90158600.100c,2004-06-18,1522,1201650,TPL
6476,90159947.101c,2004-06-18,715,1204809,TPL
6477,90170394.100a,2004-06-18,606,1202250,TPL
6478,90178134.100a,2004-06-18,101,1201708,TPL
6479,90186170.100c,2004-06-18,1643,1205672,TPL
6480,90186827.100a,2004-06-18,46,1202638,Windscreen
6481,90194021.100a,2004-06-18,436,1201906,TPL
6482,90194044.100c,2004-06-18,566,1201821,Windscreen
